"","Store","Weekly_Sales","Holiday_Flag","Temperature","Fuel_Price","CPI","Unemployment","Week"
1778,13.0,2165796.31,1.0,70.65,3.689,130.9325484,5.765,36.0
1779,13.0,1919917.03,0.0,68.55,3.749,130.9776667,5.765,37.0
1780,13.0,1938379.66,0.0,67.96,3.821,131.0103333,5.765,38.0
1781,13.0,1927664.11,0.0,64.8,3.821,131.043,5.765,39.0
1782,13.0,2041918.74,0.0,61.79,3.815,131.0756667,5.621,40.0
1783,13.0,1999079.44,0.0,55.1,3.797,131.1083333,5.621,41.0
1784,13.0,2018010.15,0.0,52.06,3.781,131.1499677,5.621,42.0
1785,13.0,2035189.66,0.0,46.97,3.755,131.1930968,5.621,43.0
1786,14.0,2623469.95,0.0,27.31,2.784,181.8711898,8.992,5.0
1787,14.0,1704218.84,1.0,27.73,2.773,181.982317,8.992,6.0
1788,14.0,2204556.7,0.0,31.27,2.745,182.0347816,8.992,7.0
1789,14.0,2095591.63,0.0,34.89,2.754,182.0774691,8.992,8.0
1790,14.0,2237544.75,0.0,37.13,2.777,182.1201566,8.992,9.0
1791,14.0,2156035.06,0.0,45.8,2.818,182.1628441,8.992,10.0
1792,14.0,2066219.3,0.0,48.79,2.844,182.0779857,8.992,11.0
1793,14.0,2050396.27,0.0,54.36,2.854,181.9718697,8.992,12.0
1794,14.0,2495630.51,0.0,47.74,2.85,181.8657537,8.899,13.0
1795,14.0,2258781.28,0.0,65.45,2.869,181.7596377,8.899,14.0
1796,14.0,2121788.61,0.0,54.28,2.899,181.6924769,8.899,15.0
1797,14.0,2138144.91,0.0,53.47,2.902,181.6772564,8.899,16.0
1798,14.0,2082355.12,0.0,53.15,2.921,181.6620359,8.899,17.0
1799,14.0,2370116.52,0.0,70.75,2.966,181.6468154,8.899,18.0
1800,14.0,2129771.13,0.0,54.26,2.982,181.6612792,8.899,19.0
1801,14.0,2108187.1,0.0,62.62,2.958,181.8538486,8.899,20.0
1802,14.0,2227152.16,0.0,69.27,2.899,182.0464181,8.899,21.0
1803,14.0,2363601.47,0.0,75.93,2.847,182.2389876,8.899,22.0
1804,14.0,2249570.04,0.0,69.71,2.809,182.4315571,8.899,23.0
1805,14.0,2248645.59,0.0,72.62,2.78,182.4424199,8.899,24.0
1806,14.0,2246179.91,0.0,79.32,2.808,182.3806,8.899,25.0
1807,14.0,2334788.42,0.0,76.61,2.815,182.3187801,8.743,26.0
1808,14.0,2236209.13,0.0,82.45,2.793,182.2569603,8.743,27.0
1809,14.0,2130287.27,0.0,77.84,2.783,182.2604411,8.743,28.0
1810,14.0,2044155.39,0.0,81.46,2.771,182.3509895,8.743,29.0
1811,14.0,2054843.28,0.0,79.78,2.781,182.4415378,8.743,30.0
1812,14.0,2219813.5,0.0,77.17,2.784,182.5320862,8.743,31.0
1813,14.0,2052984.81,0.0,78.44,2.805,182.6226346,8.743,32.0
1814,14.0,2057138.31,0.0,76.01,2.779,182.6165205,8.743,33.0
1815,14.0,2020332.07,0.0,71.36,2.755,182.6104063,8.743,34.0
1816,14.0,2182563.66,0.0,78.37,2.715,182.6042922,8.743,35.0
1817,14.0,2191767.76,1.0,70.87,2.699,182.598178,8.743,36.0
1818,14.0,1953539.85,0.0,66.55,2.706,182.622509,8.743,37.0
1819,14.0,1879891.13,0.0,68.59,2.713,182.6696737,8.743,38.0
1820,14.0,1855703.66,0.0,70.58,2.707,182.7168385,8.724,39.0
1821,14.0,2091663.2,0.0,56.49,2.764,182.7640032,8.724,40.0
1822,14.0,1932162.63,0.0,58.61,2.868,182.8106203,8.724,41.0
1823,14.0,1936621.09,0.0,53.15,2.917,182.8558685,8.724,42.0
1824,14.0,1984768.34,0.0,61.3,2.921,182.9011166,8.724,43.0
1825,14.0,2078417.47,0.0,45.65,2.917,182.9463648,8.724,44.0
1826,14.0,2092189.06,0.0,46.14,2.931,182.9916129,8.724,45.0
1827,14.0,1968462.58,0.0,50.02,3.0,182.8989385,8.724,46.0
1828,14.0,2921709.71,1.0,46.15,3.039,182.7832769,8.724,47.0
1829,14.0,2258489.63,0.0,40.93,3.046,182.6676154,8.724,48.0
1830,14.0,2600519.26,0.0,30.54,3.109,182.5519538,8.724,49.0
1831,14.0,2762861.41,0.0,30.51,3.14,182.517732,8.724,50.0
1832,14.0,3818686.45,0.0,30.59,3.141,182.54459,8.724,51.0
1833,14.0,1623716.46,1.0,29.67,3.179,182.5714479,8.724,52.0
1834,14.0,1864746.1,0.0,34.32,3.193,182.5983058,8.549,1.0
1835,14.0,1699095.9,0.0,24.78,3.205,182.6585782,8.549,2.0
1836,14.0,1743188.87,0.0,30.55,3.229,182.9193368,8.549,3.0
1837,14.0,1613718.38,0.0,24.05,3.237,183.1800955,8.549,4.0
1838,14.0,1995891.87,0.0,28.73,3.231,183.4408542,8.549,5.0
1839,14.0,1980405.03,1.0,30.3,3.239,183.7016129,8.549,6.0
1840,14.0,2019031.67,0.0,40.7,3.245,183.9371353,8.549,7.0
1841,14.0,1875708.88,0.0,35.78,3.274,184.1625632,8.549,8.0
1842,14.0,2041215.61,0.0,38.65,3.433,184.3879911,8.549,9.0
1843,14.0,1931104.67,0.0,45.01,3.582,184.613419,8.549,10.0
1844,14.0,1932491.42,0.0,46.66,3.631,184.809719,8.549,11.0
1845,14.0,1879451.23,0.0,41.76,3.625,184.9943679,8.549,12.0
1846,14.0,1869110.55,0.0,37.27,3.638,185.1790167,8.521,13.0
1847,14.0,2037798.88,0.0,48.71,3.72,185.3636656,8.521,14.0
1848,14.0,1974960.86,0.0,53.69,3.821,185.5339821,8.521,15.0
1849,14.0,2256461.39,0.0,53.04,3.892,185.6684673,8.521,16.0
1850,14.0,1930617.64,0.0,66.18,3.962,185.8029526,8.521,17.0
1851,14.0,2095599.93,0.0,58.21,4.046,185.9374378,8.521,18.0
1852,14.0,2004330.3,0.0,60.38,4.066,186.0719231,8.521,19.0
1853,14.0,1959967.8,0.0,62.28,4.062,185.9661154,8.521,20.0
1854,14.0,2080694.24,0.0,69.7,3.985,185.8603077,8.521,21.0
1855,14.0,2079899.47,0.0,76.38,3.922,185.7545,8.521,22.0
1856,14.0,2132446.0,0.0,73.88,3.881,185.6486923,8.521,23.0
1857,14.0,2082083.34,0.0,69.32,3.842,185.6719333,8.521,24.0
1858,14.0,2069523.52,0.0,74.85,3.804,185.7919609,8.521,25.0
1859,14.0,2074668.19,0.0,74.04,3.748,185.9119885,8.625,26.0
1860,14.0,2063401.06,0.0,77.49,3.711,186.032016,8.625,27.0
1861,14.0,1953544.76,0.0,78.47,3.76,186.1399808,8.625,28.0
1862,14.0,1882070.88,0.0,82.33,3.811,186.2177885,8.625,29.0
1863,14.0,1871021.01,0.0,81.31,3.829,186.2955962,8.625,30.0
1864,14.0,2066020.69,0.0,78.22,3.842,186.3734038,8.625,31.0
1865,14.0,1928773.82,0.0,77.0,3.812,186.4512115,8.625,32.0
1866,14.0,1896873.99,0.0,72.98,3.747,186.5093071,8.625,33.0
1867,14.0,2273470.62,0.0,72.55,3.704,186.5641172,8.625,34.0
1868,14.0,1750891.47,0.0,70.63,3.703,186.6189274,8.625,35.0
1869,14.0,2202742.9,1.0,71.48,3.738,186.6737376,8.625,36.0
1870,14.0,1864637.89,0.0,69.17,3.742,186.8024,8.625,37.0
1871,14.0,1871555.64,0.0,63.75,3.711,187.0295321,8.625,38.0
1872,14.0,1809989.29,0.0,70.66,3.645,187.2566641,8.625,39.0
1873,14.0,2078796.76,0.0,55.82,3.583,187.4837962,8.523,40.0
1874,14.0,1890870.75,0.0,63.82,3.541,187.6917481,8.523,41.0
1875,14.0,2009004.59,0.0,59.6,3.57,187.7846197,8.523,42.0
1876,14.0,2056846.12,0.0,51.78,3.569,187.8774913,8.523,43.0
1877,14.0,2174056.71,0.0,43.92,3.551,187.9703629,8.523,44.0
1878,14.0,2081534.65,0.0,47.65,3.53,188.0632345,8.523,45.0
1879,14.0,1969360.72,0.0,51.34,3.53,188.1983654,8.523,46.0
1880,14.0,2685351.81,1.0,48.71,3.492,188.3504,8.523,47.0
1881,14.0,2143080.57,0.0,50.19,3.452,188.5024346,8.523,48.0
1882,14.0,2470581.29,0.0,46.57,3.415,188.6544692,8.523,49.0
1883,14.0,2594363.09,0.0,39.93,3.413,188.7979349,8.523,50.0
1884,14.0,3369068.99,0.0,42.27,3.389,188.9299752,8.523,51.0
1885,14.0,1914148.89,1.0,37.79,3.389,189.0620155,8.523,52.0
1886,14.0,1859144.96,0.0,35.88,3.422,189.1940558,8.424,1.0
1887,14.0,1696248.27,0.0,41.18,3.513,189.3260962,8.424,2.0
1888,14.0,1789113.32,0.0,31.85,3.533,189.4214733,8.424,3.0
1889,14.0,1595362.27,0.0,37.93,3.567,189.5168505,8.424,4.0
1890,14.0,1877410.36,0.0,42.96,3.617,189.6122277,8.424,5.0
1891,14.0,2077256.24,1.0,37.0,3.64,189.7076048,8.424,6.0
1892,14.0,2020550.99,0.0,36.85,3.695,189.8424834,8.424,7.0
1893,14.0,1875040.16,0.0,42.86,3.739,190.0069881,8.424,8.0
1894,14.0,1926004.99,0.0,41.55,3.816,190.1714927,8.424,9.0
1895,14.0,2020839.31,0.0,45.52,3.848,190.3359973,8.424,10.0
1896,14.0,1941040.5,0.0,50.56,3.862,190.4618964,8.424,11.0
1897,14.0,1893447.71,0.0,59.45,3.9,190.5363213,8.424,12.0
1898,14.0,1905033.01,0.0,50.04,3.953,190.6107463,8.424,13.0
1899,14.0,2376022.26,0.0,49.73,3.996,190.6851712,8.567,14.0
1900,14.0,1912909.69,0.0,51.83,4.044,190.7595962,8.567,15.0
1901,14.0,1875686.44,0.0,63.13,4.027,190.8138013,8.567,16.0
1902,14.0,1784029.95,0.0,53.2,4.004,190.8680064,8.567,17.0
1903,14.0,1949354.29,0.0,55.21,3.951,190.9222115,8.567,18.0
1904,14.0,1987531.05,0.0,61.24,3.889,190.9764167,8.567,19.0
1905,14.0,1932233.17,0.0,66.3,3.848,190.9964479,8.567,20.0
1906,14.0,2030869.61,0.0,67.21,3.798,191.0028096,8.567,21.0
1907,14.0,2049485.49,0.0,74.48,3.742,191.0091712,8.567,22.0
1908,14.0,2099615.88,0.0,64.3,3.689,191.0155329,8.567,23.0
1909,14.0,1905733.68,0.0,71.93,3.62,191.0299731,8.567,24.0
1910,14.0,1660228.88,0.0,74.22,3.564,191.0646096,8.567,25.0
1911,14.0,1591835.02,0.0,75.22,3.506,191.0992462,8.567,26.0
1912,14.0,1862128.95,0.0,82.99,3.475,191.1338827,8.684,27.0
1913,14.0,1544422.35,0.0,79.97,3.523,191.1685192,8.684,28.0
1914,14.0,1553250.16,0.0,78.89,3.567,191.1670428,8.684,29.0
1915,14.0,1479514.66,0.0,77.2,3.647,191.1655664,8.684,30.0
1916,14.0,1656886.46,0.0,76.58,3.654,191.16409,8.684,31.0
1917,14.0,1648570.03,0.0,78.65,3.722,191.1626135,8.684,32.0
1918,14.0,1660433.3,0.0,75.71,3.807,191.2284919,8.684,33.0
1919,14.0,1621841.33,0.0,72.62,3.834,191.3448865,8.684,34.0
1920,14.0,1613342.19,0.0,75.09,3.867,191.461281,8.684,35.0
1921,14.0,1904512.34,1.0,75.7,3.911,191.5776756,8.684,36.0
1922,14.0,1554794.22,0.0,67.87,3.948,191.69985,8.684,37.0
1923,14.0,1565352.46,0.0,65.32,4.038,191.8567038,8.684,38.0
1924,14.0,1522512.2,0.0,64.88,3.997,192.0135577,8.684,39.0
1925,14.0,1687592.16,0.0,64.89,3.985,192.1704115,8.667,40.0
1926,14.0,1639585.61,0.0,54.47,4.0,192.3272654,8.667,41.0
1927,14.0,1590274.72,0.0,56.47,3.969,192.3308542,8.667,42.0
1928,14.0,1704357.62,0.0,58.85,3.882,192.3088989,8.667,43.0
1929,15.0,652122.44,0.0,19.83,2.954,131.5279032,8.35,5.0
1930,15.0,682447.1,1.0,22.0,2.94,131.5866129,8.35,6.0
1931,15.0,660838.75,0.0,27.54,2.909,131.637,8.35,7.0
1932,15.0,564883.2,0.0,29.87,2.91,131.686,8.35,8.0
1933,15.0,605325.43,0.0,31.79,2.919,131.735,8.35,9.0
1934,15.0,604173.59,0.0,41.39,2.938,131.784,8.35,10.0
1935,15.0,593710.67,0.0,44.69,2.96,131.8242903,8.35,11.0
1936,15.0,592111.49,0.0,39.53,2.963,131.863129,8.35,12.0
1937,15.0,718470.71,0.0,45.27,2.957,131.9019677,8.185,13.0
1938,15.0,634605.77,0.0,57.77,2.992,131.9408065,8.185,14.0
1939,15.0,641208.65,0.0,49.63,3.01,131.9809,8.185,15.0
1940,15.0,643097.6,0.0,46.54,3.021,132.0226667,8.185,16.0
1941,15.0,570791.11,0.0,49.09,3.042,132.0644333,8.185,17.0
1942,15.0,661348.88,0.0,63.16,3.095,132.1062,8.185,18.0
1943,15.0,594385.2,0.0,47.13,3.112,132.152129,8.185,19.0
1944,15.0,616598.1,0.0,59.09,3.096,132.2230323,8.185,20.0
1945,15.0,744772.88,0.0,70.61,3.046,132.2939355,8.185,21.0
1946,15.0,693192.5,0.0,69.99,3.006,132.3648387,8.185,22.0
1947,15.0,619337.29,0.0,61.04,2.972,132.4357419,8.185,23.0
1948,15.0,652329.53,0.0,65.83,2.942,132.4733333,8.185,24.0
1949,15.0,672194.03,0.0,72.79,2.958,132.4976,8.185,25.0
1950,15.0,709337.11,0.0,66.13,2.958,132.5218667,8.099,26.0
1951,15.0,691497.62,0.0,77.33,2.94,132.5461333,8.099,27.0
1952,15.0,633203.69,0.0,72.83,2.933,132.5667742,8.099,28.0
1953,15.0,598553.43,0.0,73.2,2.924,132.5825806,8.099,29.0
1954,15.0,619224.06,0.0,72.04,2.932,132.5983871,8.099,30.0
1955,15.0,639651.24,0.0,72.7,2.942,132.6141935,8.099,31.0
1956,15.0,622437.08,0.0,72.17,2.923,132.63,8.099,32.0
1957,15.0,637090.44,0.0,71.1,2.913,132.6616129,8.099,33.0
1958,15.0,649791.15,0.0,65.07,2.885,132.6932258,8.099,34.0
1959,15.0,638647.21,0.0,73.17,2.86,132.7248387,8.099,35.0
1960,15.0,641965.2,1.0,62.36,2.837,132.7564516,8.099,36.0
1961,15.0,583210.87,0.0,57.94,2.846,132.7670667,8.099,37.0
1962,15.0,548542.47,0.0,62.53,2.837,132.7619333,8.099,38.0
1963,15.0,566945.95,0.0,59.69,2.84,132.7568,8.067,39.0
1964,15.0,591603.79,0.0,52.19,2.903,132.7516667,8.067,40.0
1965,15.0,577011.26,0.0,49.96,2.999,132.7633548,8.067,41.0
1966,15.0,600395.73,0.0,47.1,3.049,132.8170968,8.067,42.0
1967,15.0,598301.5,0.0,55.09,3.055,132.8708387,8.067,43.0
1968,15.0,612987.64,0.0,40.29,3.049,132.9245806,8.067,44.0
1969,15.0,619639.74,0.0,39.63,3.065,132.9783226,8.067,45.0
1970,15.0,608200.81,0.0,44.1,3.138,132.9172,8.067,46.0
1971,15.0,1120018.92,1.0,40.71,3.186,132.8369333,8.067,47.0
1972,15.0,754134.95,0.0,36.0,3.2,132.7566667,8.067,48.0
1973,15.0,847294.04,0.0,23.97,3.255,132.6764,8.067,49.0
1974,15.0,983825.15,0.0,25.3,3.301,132.6804516,8.067,50.0
1975,15.0,1368318.17,0.0,25.07,3.309,132.7477419,8.067,51.0
1976,15.0,543754.17,1.0,26.54,3.336,132.8150323,8.067,52.0
1977,15.0,509640.77,0.0,30.53,3.351,132.8823226,7.771,1.0
1978,15.0,479424.2,0.0,19.53,3.367,132.9510645,7.771,2.0
1979,15.0,487311.03,0.0,21.84,3.391,133.0285161,7.771,3.0
1980,15.0,481119.6,0.0,19.61,3.402,133.1059677,7.771,4.0
1981,15.0,556550.85,0.0,20.69,3.4,133.1834194,7.771,5.0
1982,15.0,582864.35,1.0,21.64,3.416,133.260871,7.771,6.0
1983,15.0,649993.5,0.0,33.06,3.42,133.3701429,7.771,7.0
1984,15.0,547564.09,0.0,20.87,3.452,133.4921429,7.771,8.0
1985,15.0,573374.49,0.0,28.16,3.605,133.6141429,7.771,9.0
1986,15.0,537035.28,0.0,34.27,3.752,133.7361429,7.771,10.0
1987,15.0,551553.99,0.0,40.23,3.796,133.8492258,7.771,11.0
1988,15.0,527389.28,0.0,32.63,3.789,133.9587419,7.771,12.0
1989,15.0,542556.05,0.0,30.34,3.811,134.0682581,7.658,13.0
1990,15.0,587370.81,0.0,40.94,3.895,134.1777742,7.658,14.0
1991,15.0,607691.36,0.0,48.63,3.981,134.2784667,7.658,15.0
1992,15.0,655318.26,0.0,41.37,4.061,134.3571,7.658,16.0
1993,15.0,560764.41,0.0,55.46,4.117,134.4357333,7.658,17.0
1994,15.0,630522.67,0.0,49.87,4.192,134.5143667,7.658,18.0
1995,15.0,630482.91,0.0,57.07,4.211,134.593,7.658,19.0
1996,15.0,593941.9,0.0,57.19,4.202,134.6803871,7.658,20.0
1997,15.0,636193.24,0.0,65.87,4.134,134.7677742,7.658,21.0
1998,15.0,695396.19,0.0,69.8,4.069,134.8551613,7.658,22.0
1999,15.0,642679.81,0.0,69.86,4.025,134.9425484,7.658,23.0
2000,15.0,639928.85,0.0,63.9,3.989,135.0837333,7.658,24.0
2001,15.0,656594.95,0.0,69.96,3.964,135.2652667,7.658,25.0
2002,15.0,674669.16,0.0,67.43,3.916,135.4468,7.806,26.0
2003,15.0,635118.48,0.0,73.47,3.886,135.6283333,7.806,27.0
2004,15.0,624114.56,0.0,73.34,3.915,135.7837419,7.806,28.0
2005,15.0,607475.44,0.0,79.97,3.972,135.8738387,7.806,29.0
2006,15.0,577511.02,0.0,74.67,4.004,135.9639355,7.806,30.0
2007,15.0,607961.21,0.0,73.63,4.02,136.0540323,7.806,31.0
2008,15.0,590836.37,0.0,70.63,3.995,136.144129,7.806,32.0
2009,15.0,599488.98,0.0,70.41,3.942,136.183129,7.806,33.0
2010,15.0,605413.17,0.0,69.19,3.906,136.2136129,7.806,34.0
2011,15.0,649159.68,0.0,67.63,3.879,136.2440968,7.806,35.0
2012,15.0,607593.51,1.0,67.59,3.93,136.2745806,7.806,36.0
2013,15.0,545052.34,0.0,62.1,3.937,136.3145,7.806,37.0
2014,15.0,545570.86,0.0,59.0,3.899,136.367,7.806,38.0
2015,15.0,521297.31,0.0,64.87,3.858,136.4195,7.806,39.0
2016,15.0,579068.88,0.0,51.24,3.775,136.472,7.866,40.0
2017,15.0,537300.94,0.0,61.3,3.744,136.5150968,7.866,41.0
2018,15.0,603318.89,0.0,51.67,3.757,136.5017742,7.866,42.0
2019,15.0,589842.69,0.0,45.54,3.757,136.4884516,7.866,43.0
2020,15.0,615121.78,0.0,43.39,3.738,136.475129,7.866,44.0
2021,15.0,618949.82,0.0,47.13,3.719,136.4618065,7.866,45.0
2022,15.0,597856.51,0.0,46.53,3.717,136.4666667,7.866,46.0
2023,15.0,1066478.1,1.0,41.1,3.689,136.4788,7.866,47.0
2024,15.0,699028.66,0.0,45.67,3.666,136.4909333,7.866,48.0
2025,15.0,764565.55,0.0,38.53,3.627,136.5030667,7.866,49.0
2026,15.0,870415.49,0.0,35.49,3.611,136.5335161,7.866,50.0
2027,15.0,1182691.87,0.0,34.93,3.587,136.5883871,7.866,51.0
2028,15.0,603460.79,1.0,31.44,3.566,136.6432581,7.866,52.0
2029,15.0,516087.65,0.0,30.24,3.585,136.698129,7.943,1.0
2030,15.0,454183.42,0.0,36.26,3.666,136.753,7.943,2.0
2031,15.0,492721.85,0.0,21.39,3.705,136.8564194,7.943,3.0
2032,15.0,466045.63,0.0,30.87,3.737,136.9598387,7.943,4.0
2033,15.0,523831.64,0.0,35.3,3.796,137.0632581,7.943,5.0
2034,15.0,628218.22,1.0,31.91,3.826,137.1666774,7.943,6.0
2035,15.0,598502.83,0.0,30.26,3.874,137.2583103,7.943,7.0
2036,15.0,561137.06,0.0,33.18,3.917,137.3411034,7.943,8.0
2037,15.0,541292.64,0.0,33.24,3.983,137.4238966,7.943,9.0
2038,15.0,545120.67,0.0,36.97,4.021,137.5066897,7.943,10.0
2039,15.0,570611.23,0.0,47.42,4.021,137.5843871,7.943,11.0
2040,15.0,565481.88,0.0,58.92,4.054,137.6552903,7.943,12.0
2041,15.0,557547.25,0.0,42.65,4.098,137.7261935,7.943,13.0
2042,15.0,659950.36,0.0,40.01,4.143,137.7970968,8.15,14.0
2043,15.0,558585.13,0.0,43.52,4.187,137.868,8.15,15.0
2044,15.0,534780.57,0.0,54.47,4.17,137.9230667,8.15,16.0
2045,15.0,527402.62,0.0,41.57,4.163,137.9781333,8.15,17.0
2046,15.0,577868.38,0.0,51.04,4.124,138.0332,8.15,18.0
2047,15.0,579539.95,0.0,54.23,4.055,138.0882667,8.15,19.0
2048,15.0,600050.98,0.0,58.84,4.029,138.1065806,8.15,20.0
2049,15.0,693780.42,0.0,67.97,3.979,138.1101935,8.15,21.0
2050,15.0,663971.26,0.0,67.61,3.915,138.1138065,8.15,22.0
2051,15.0,611390.67,0.0,59.35,3.871,138.1174194,8.15,23.0
2052,15.0,636737.65,0.0,67.7,3.786,138.1295333,8.15,24.0
2053,15.0,687085.6,0.0,74.28,3.722,138.1629,8.15,25.0
2054,15.0,624099.48,0.0,68.91,3.667,138.1962667,8.15,26.0
2055,15.0,678024.75,0.0,74.64,3.646,138.2296333,8.193,27.0
2056,15.0,591335.5,0.0,72.62,3.689,138.263,8.193,28.0
2057,15.0,592369.22,0.0,75.31,3.732,138.2331935,8.193,29.0
2058,15.0,571190.83,0.0,73.9,3.82,138.2033871,8.193,30.0
2059,15.0,590739.62,0.0,73.13,3.819,138.1735806,8.193,31.0
2060,15.0,590453.63,0.0,73.99,3.863,138.1437742,8.193,32.0
2061,15.0,579738.2,0.0,70.29,3.963,138.1857097,8.193,33.0
2062,15.0,606210.77,0.0,66.98,3.997,138.2814516,8.193,34.0
2063,15.0,610185.32,0.0,71.42,4.026,138.3771935,8.193,35.0
2064,15.0,587259.82,1.0,71.61,4.076,138.4729355,8.193,36.0
2065,15.0,527509.76,0.0,65.44,4.088,138.5673,8.193,37.0
2066,15.0,533161.64,0.0,60.34,4.203,138.6534,8.193,38.0
2067,15.0,553901.97,0.0,57.13,4.158,138.7395,8.193,39.0
2068,15.0,573498.64,0.0,59.57,4.151,138.8256,7.992,40.0
2069,15.0,551799.63,0.0,49.12,4.186,138.9117,7.992,41.0
2070,15.0,555652.77,0.0,52.89,4.153,138.8336129,7.992,42.0
2071,15.0,558473.6,0.0,55.75,4.071,138.7281613,7.992,43.0
2072,16.0,477409.3,0.0,19.79,2.58,189.3816974,7.039,5.0
2073,16.0,472044.28,1.0,20.87,2.572,189.4642725,7.039,6.0
2074,16.0,469868.7,0.0,21.13,2.55,189.5340998,7.039,7.0
2075,16.0,443242.17,0.0,18.12,2.586,189.6018023,7.039,8.0
2076,16.0,444181.85,0.0,27.92,2.62,189.6695049,7.039,9.0
2077,16.0,445393.74,0.0,28.64,2.684,189.7372075,7.039,10.0
2078,16.0,504307.35,0.0,33.45,2.692,189.734262,7.039,11.0
2079,16.0,483177.2,0.0,29.88,2.717,189.7195417,7.039,12.0
2080,16.0,490503.69,0.0,36.19,2.725,189.7048215,6.842,13.0
2081,16.0,424083.99,0.0,34.21,2.75,189.6901012,6.842,14.0
2082,16.0,436312.41,0.0,45.69,2.765,189.6628845,6.842,15.0
2083,16.0,370230.94,0.0,44.9,2.776,189.6190057,6.842,16.0
2084,16.0,383550.93,0.0,37.75,2.766,189.575127,6.842,17.0
2085,16.0,403217.22,0.0,37.43,2.771,189.5312483,6.842,18.0
2086,16.0,401770.9,0.0,41.26,2.788,189.4904116,6.842,19.0
2087,16.0,435300.51,0.0,47.34,2.776,189.467827,6.842,20.0
2088,16.0,479430.0,0.0,52.08,2.737,189.4452425,6.842,21.0
2089,16.0,516295.81,0.0,53.76,2.7,189.422658,6.842,22.0
2090,16.0,535587.31,0.0,62.63,2.684,189.4000734,6.842,23.0
2091,16.0,540149.85,0.0,52.4,2.674,189.4185259,6.842,24.0
2092,16.0,546554.96,0.0,62.37,2.715,189.4533931,6.842,25.0
2093,16.0,610641.42,0.0,64.44,2.728,189.4882603,6.868,26.0
2094,16.0,614253.33,0.0,61.79,2.711,189.5231276,6.868,27.0
2095,16.0,586583.69,0.0,67.68,2.699,189.6125456,6.868,28.0
2096,16.0,588344.18,0.0,70.67,2.691,189.774698,6.868,29.0
2097,16.0,562633.67,0.0,70.71,2.69,189.9368504,6.868,30.0
2098,16.0,586936.45,0.0,67.42,2.69,190.0990028,6.868,31.0
2099,16.0,543757.97,0.0,63.91,2.723,190.2611552,6.868,32.0
2100,16.0,521516.96,0.0,63.59,2.732,190.2948237,6.868,33.0
2101,16.0,581010.52,0.0,65.66,2.731,190.3284922,6.868,34.0
2102,16.0,542087.89,0.0,58.02,2.773,190.3621607,6.868,35.0
2103,16.0,537518.57,1.0,57.24,2.78,190.3958293,6.868,36.0
2104,16.0,522049.52,0.0,56.55,2.8,190.4688287,6.868,37.0
2105,16.0,511330.32,0.0,58.19,2.793,190.5713264,6.868,38.0
2106,16.0,463977.54,0.0,59.39,2.759,190.6738241,6.986,39.0
2107,16.0,442894.2,0.0,54.29,2.745,190.7763218,6.986,40.0
2108,16.0,452169.28,0.0,45.0,2.762,190.8623087,6.986,41.0
2109,16.0,541216.92,0.0,45.85,2.762,190.9070184,6.986,42.0
2110,16.0,495022.51,0.0,35.76,2.748,190.951728,6.986,43.0
2111,16.0,446905.02,0.0,39.94,2.729,190.9964377,6.986,44.0
2112,16.0,453632.76,0.0,34.04,2.737,191.0411474,6.986,45.0
2113,16.0,458634.68,0.0,27.26,2.758,191.0312172,6.986,46.0
2114,16.0,651837.77,1.0,23.46,2.742,191.0121805,6.986,47.0
2115,16.0,512260.59,0.0,23.68,2.712,190.9931437,6.986,48.0
2116,16.0,570103.64,0.0,32.02,2.728,190.9741069,6.986,49.0
2117,16.0,648652.01,0.0,26.01,2.778,191.0303376,6.986,50.0
2118,16.0,1004730.69,0.0,32.46,2.781,191.1430189,6.986,51.0
2119,16.0,575317.38,1.0,19.66,2.829,191.2557002,6.986,52.0
2120,16.0,573545.96,0.0,12.39,2.882,191.3683815,6.614,1.0
2121,16.0,470365.59,0.0,17.46,2.911,191.4784939,6.614,2.0
2122,16.0,462888.13,0.0,28.6,2.973,191.5731924,6.614,3.0
2123,16.0,448391.99,0.0,20.8,3.008,191.667891,6.614,4.0
2124,16.0,479263.15,0.0,13.64,3.011,191.7625895,6.614,5.0
2125,16.0,466806.89,1.0,15.02,3.037,191.8572881,6.614,6.0
2126,16.0,491179.79,0.0,27.18,3.051,191.9178331,6.614,7.0
2127,16.0,475201.64,0.0,26.15,3.101,191.9647167,6.614,8.0
2128,16.0,484829.07,0.0,31.77,3.232,192.0116004,6.614,9.0
2129,16.0,457504.35,0.0,29.36,3.372,192.058484,6.614,10.0
2130,16.0,497373.49,0.0,36.5,3.406,192.1237981,6.614,11.0
2131,16.0,465279.68,0.0,32.61,3.414,192.1964844,6.614,12.0
2132,16.0,459756.11,0.0,35.75,3.461,192.2691707,6.339,13.0
2133,16.0,439276.5,0.0,38.04,3.532,192.3418571,6.339,14.0
2134,16.0,427855.24,0.0,34.59,3.611,192.4225954,6.339,15.0
2135,16.0,368600.0,0.0,40.74,3.636,192.5234638,6.339,16.0
2136,16.0,378100.31,0.0,37.77,3.663,192.6243322,6.339,17.0
2137,16.0,423805.22,0.0,38.64,3.735,192.7252006,6.339,18.0
2138,16.0,410406.95,0.0,43.29,3.767,192.826069,6.339,19.0
2139,16.0,435397.19,0.0,43.95,3.828,192.831317,6.339,20.0
2140,16.0,444718.68,0.0,45.17,3.795,192.8365651,6.339,21.0
2141,16.0,531080.31,0.0,54.08,3.763,192.8418131,6.339,22.0
